"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Vial","PHB'24","229","none","Adventuring Gear","","","","","","1 GP","A Vial holds up to 4 ounces."
"Viol","PHB'24","221","none","Instrument","","","","","1 lb.","30 GP","Ability: CharismaUtilize: Play a known tune (DC 10), or improvise a song (DC 15)If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Wagon","PHB'24","230","none","Vehicle (Land)","","","","","400 lb.","35 GP",""
"Wand","PHB'24","224","none","Spellcasting Focus","","","","","1 lb.","10 GP","An Arcane Focus takes a specific form and is bejeweled or carved to channel arcane magic. A Sorcerer, Warlock, or Wizard can use such an item as a Spellcasting Focus."
"War Pick","PHB'24","215","none","Weapon, Martial Weapon, Melee Weapon","","1d8 Piercing","Versatile (1d10)","Mastery: Sap","2 lb.","5 GP","Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Sap. If you hit a creature with this weapon, that creature has Disadvantage on its next attack roll before the start of your next turn."
"Wargong","SCAG","124","none","Instrument","","","","","","","A metal gong, traditionally made from a shield, particularly the shield of an enemy. Both goblins and dwarves make and play wargongs, their sound echoing through tunnels in the Underdark.If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.See the Tool Proficiencies entry for more information.Proficiency with a musical instrument indicates you are familiar with the techniques used to play it. You also have knowledge of some songs commonly performed with that instrument. History. Your expertise aids you in recalling lore related to your instrument. Performance. Your ability to put on a good show is improved when you incorporate an instrument into your act. Compose a Tune. As part of a long rest, you can compose a new tune and lyrics for your instrument. You might use this ability to impress a noble or spread scandalous rumors with a catchy tune.Musical InstrumentActivityDCIdentify a tune10Improvise a tune20"
"Warhammer","PHB'24","215","none","Weapon, Martial Weapon, Melee Weapon","","1d8 Bludgeoning","Versatile (1d10)","Mastery: Push","5 lb.","15 GP","Versatile. A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack. Mastery: Push. If you hit a creature with this weapon, you can push the creature up to 10 feet straight away from yourself if it is Large or smaller."
"Warhorse","PHB'24","229","none","Mount","","Speed: 60, Carrying Capacity: 540 lb.","","","","400 GP",""
"Warship","PHB'24","230","none","Vehicle (Water)","","Speed: 2½ mphCarrying Capacity: 200 tons cargo, 60 passengersCrew 60, AC 15, HP 500, Damage Threshold 20","","","","25.000 GP","Speed. A ship sailing against a strong wind moves at half speed. In a dead calm (no wind), waterborne ships can't move under sail and must be rowed. Keelboats and Rowboats are used on lakes and rivers. If going downstream, add the speed of the current (typically 3 miles per hour) to the speed of the vehicle. These vehicles can't be rowed against any significant current, but they can be pulled upstream by draft animals on the shores. A Rowboat can be carried and weighs 100 pounds. Crew. A ship larger than a Keelboat or Rowboat needs a crew of skilled hirelings (see ""Services"") to function. The minimum number of skilled hirelings needed to crew a ship depends on the type of ship. Passengers. The number of Small and Medium passengers the ship can accommodate using hammocks. A ship outfitted with private accommodations can carry one-fifth as many passengers. A passenger usually pays 5 SP per day for a hammock, but prices can vary from ship to ship. A small private cabin usually costs 2 GP per day. Damage Threshold. See the rules glossary. Ship Repair. Repairs to a damaged ship can be made while the vessel is berthed. Repairing 1 Hit Point of damage requires 1 day and costs 20 GP for materials and labor. If the repairs are made in a location where supplies and skilled labor are abundant, such as a city shipyard, the repair time and cost are halved."
"Waterskin","PHB'24","229","none","Adventuring Gear","","","","","5 lb. (full)","2 SP","A Waterskin holds up to 4 pints. If you don't drink sufficient water, you risk dehydration."
"Weaver's Tools","PHB'24","221","none","Artisan's Tools","","","","","5 lb.","1 GP","Ability: DexterityUtilize: Mend a tear in clothing (DC 10), or sew a Tiny design (DC 10)Craft: Padded Armor, Basket, Bedroll, Blanket, Fine Clothes, Net, Robe, Rope, Sack, String, Tent, Traveler's ClothesArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
"Well-made tapestry that is 10 feet by 10 feet","DMG'24","215","none","Treasure (Art Object)","","","","","","250 GP","Idols cast of solid gold, necklaces studded with precious stones, paintings of ancient kings, bejeweled dishes—art objects include all these and more."
"Wheat","DMG'24","213","none","Trade Good","","","","","1 lb.","1 CP","Merchants commonly exchange trade goods without using currency."
"Whip","PHB'24","215","none","Weapon, Martial Weapon, Melee Weapon","","1d4 Slashing","Finesse, Reach","Mastery: Slow","3 lb.","2 GP","Finesse. When making an attack with a Finesse weapon, use your choice of your Strength or Dexterity modifier for the attack and damage rolls. You must use the same modifier for both rolls. Reach. A Reach weapon adds 5 feet to your reach when you attack with it, as well as when determining your reach for Opportunity Attacks with it. Mastery: Slow. If you hit a creature with this weapon and deal damage to it, you can reduce its Speed by 10 feet until the start of your next turn. If the creature is hit more than once by weapons that have this property, the Speed reduction doesn't exceed 10 feet."
"Wildroot","ToA","205","unknown","Adventuring Gear","","","","","","25 GP","Introducing the juice of a wildroot into a poisoned creature's bloodstream (for example, by rubbing it on an open wound) rids the creature of the poisoned condition. Once used in this way, a wildroot loses this property."
"Willowshade Oil","EGW","70","none","Adventuring Gear","","","","","","30 GP","A dark blue oil can be extracted from the rare fruit of the willowshade plant. A creature can use its action to apply the oil to another creature that has been petrified for less than 1 minute, causing the petrified condition on that creature to end at the start of what would be that creature's next turn."
"Woodcarver's Tools","PHB'24","221","none","Artisan's Tools","","","","","5 lb.","1 GP","Ability: DexterityUtilize: Carve a pattern in wood (DC 10)Craft: Club, Greatclub, Quarterstaff, Ranged weapons (except Pistol, Musket, and Sling), Arcane Focus, Arrows, Bolts, Druidic Focus, Ink Pen, NeedlesArtisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too."
